index,name,address,city,postalCode,phone,mobile,business_page,logo
500,Em Sherif,Downtown Dubai,"Dubai, UAE ",None,+9704-4243000,+97None,https://www.yellowpages-uae.com/em-sherif-175831.html,
501,Ember,"Dubai Mall, Downtown Dubai","Dubai, UAE ",None,+9704-4388999,+97None,https://www.yellowpages-uae.com/ember-67699.html,
502,Emirates Restaurant,"Near Alico Aluminium Co, BMW Rd, Indl Area 2","Sharjah, UAE ",36247,+9706-5338200,+97None,https://www.yellowpages-uae.com/emirates-restaurant-136116.html,
503,Emly Chilli,Al Nahda 1,"Dubai, UAE ",None,+9704-2837474,+97None,https://www.yellowpages-uae.com/emly-chilli-68504.html,
504,Entrecote - Al Khaleej Palace Hotel,"Near Etisalat, Maktoum St, Deira","Dubai, UAE ",3720,+9704-2231000,+97None,https://www.yellowpages-uae.com/entrecote-al-khaleej-palace-hotel-111719.html,
505,Epicure,"Deser Palm Hotel, Al Awir Road","Dubai, UAE ",None,+9704-3238888,+97None,https://www.yellowpages-uae.com/epicure-67381.html,
506,Ethio Habasha Restaurant,Muroor Rd,"Abu Dhabi, UAE ",None,+9702-4436013,+97None,https://www.yellowpages-uae.com/ethio-habasha-restaurant-145669.html,
507,Everest Restaurant,Al Esbij Street,"Dubai, UAE ",None,+9704-3550707,+97056-7108378,https://www.yellowpages-uae.com/everest-restaurant-175582.html,
508,Exotic Restaurant,Karama,"Dubai, UAE ",123375,+9704-3965557,+97None,https://www.yellowpages-uae.com/exotic-restaurant-117803.html,
509,Exzotica Restaurant,"Near Lotus Boutique Hotel, Al Baraha, Deira","Dubai, UAE ",20058,+9704-2719196,+97None,https://www.yellowpages-uae.com/exzotica-restaurant-62623.html,
510,Faaz Al Majaz Restaurant & Cafeteria,"Behind City Max Hotel, Near Big Bazar Hypermarket","Sharjah, UAE ",None,+9706-5220096,+97055-4667235,https://www.yellowpages-uae.com/faaz-al-majaz-restaurant-cafeteria-175362.html,
511,Fahid Restaurent,None,"Dubai, UAE ",None,+9704-2260871,+97None,https://www.yellowpages-uae.com/fahid-restaurent-101154.html,
512,Fairways International,"The Westin Abu Dhabi Golf Resort & Spa, Khalifa City","Abu Dhabi, UAE ",None,+9702-6169999,+97None,https://www.yellowpages-uae.com/fairways-international-175693.html,
513,Falafel and Shawarma Cafe,"Opp Centrepoint, Karama","Dubai, UAE ",None,+9704-3968301,+97056-7725454,https://www.yellowpages-uae.com/falafel-and-shawarma-cafe-175285.html,
514,Falafel Express Restaurant,Dubai Marina,"Dubai, UAE ",None,+9704-4257711,+97None,https://www.yellowpages-uae.com/falafel-express-restaurant-102779.html,
515,Falafel Zaman,"Behind Ramada Hotel, Al Barsha","Dubai, UAE ",None,+9704-4226131,+97052-6930185,https://www.yellowpages-uae.com/falafel-zaman-175579.html,
516,Falla Juice & Snacks,"Jumeirah St, Umm Suqeim 2","Dubai, UAE ",None,+97800-32552,+97None,https://www.yellowpages-uae.com/falla-juice-snacks-146564.html,
517,Family Palace Restaurant LLC,"Opp Oasis Water, National Paints R/A, Kalba Rd","Sharjah, UAE ",95368,+9706-5358335,+97None,https://www.yellowpages-uae.com/family-palace-restaurant-llc-147689.html,
518,Famous Dave's,"Level 3, Abu Dhabi Mall","Abu Dhabi, UAE ",None,+9702-6587863,+97None,https://www.yellowpages-uae.com/famous-daves-176396.html,
519,Fanr Restaurant,Saadiyat Island,"Abu Dhabi, UAE ",None,+9702-6575888,+97None,https://www.yellowpages-uae.com/fanr-restaurant-175694.html,
520,Fantastic Fresh Food Trading LLC,Hor Al Anz,"Dubai, UAE ",24269,+9704-2339114,+97None,https://www.yellowpages-uae.com/fantastic-fresh-food-trading-llc-162938.html,
521,Fantastico Cafe LLC,"Mazaya Centre, Sh Zayed Rd","Dubai, UAE ",114820,+9704-3434214,+97None,https://www.yellowpages-uae.com/fantastico-cafe-llc-133560.html,
522,Fantasy Restaurant,Deira,"Dubai, UAE ",29134,+9704-2688288,+97None,https://www.yellowpages-uae.com/fantasy-restaurant-135156.html,
523,Faragalla Cafe,Oud Metha Road,"Dubai, UAE ",None,+97056-4334701,+97None,https://www.yellowpages-uae.com/faragalla-cafe-175482.html,
524,Fareehan Refreshment,"Behind KM Trading, Salam Street","Abu Dhabi, UAE ",None,+9702-6774447,+97055-1100954,https://www.yellowpages-uae.com/fareehan-refreshment-175534.html,
525,Farhat Restaurant,Al Qasimiah,"Sharjah, UAE ",29373,+9706-5669660,+97None,https://www.yellowpages-uae.com/farhat-restaurant-123527.html,
526,Fatah Sanobir Restaurant,"203, Dar Al Wuhaida building, Hor Al Anz, Deira","Dubai, UAE ",50715,+9704-2692334,+97None,https://www.yellowpages-uae.com/mam-electrical-contracting-establishment-26245.html,
527,FatBurger,"Ground Floor, Mall of the Emirates","Dubai, UAE ",None,+9704-3477913,+97None,https://www.yellowpages-uae.com/fatburger-175757.html,
528,Fathima Trading and Catering Co,"Near ADCB, Airport Rd","Abu Dhabi, UAE ",4710,+9702-4433490,+97None,https://www.yellowpages-uae.com/fathima-trading-and-catering-co-111697.html,
529,Fatima House Restaurant,"Al Musalla Rd, Deira","Dubai, UAE ",45763,+9704-3976720,+97None,https://www.yellowpages-uae.com/fatima-house-restaurant-117964.html,
530,Feast,"Sheraton Grand Hotel, Shk Zayed Road","Dubai, UAE ",None,+9704-5034444,+97None,https://www.yellowpages-uae.com/feast-175833.html,
531,Feri Kasif Theroom Restaurant,"Diamond 4 Bldg, Near Marina Mall, Dubai Marina","Dubai, UAE ",None,+9704-4572919,+97None,https://www.yellowpages-uae.com/feri-kasif-theroom-restaurant-145697.html,
532,Fibber Magee's,"Bhnd Saeed Tower 1, Sh Zayed Rd","Dubai, UAE ",115944,+9704-3322400,+97None,https://www.yellowpages-uae.com/fibber-magee-s-113244.html,
533,Fiesta Restaurant,"Bhnd NMC Hospital, Al Nahda 2","Dubai, UAE ",None,+9704-2206444,+97050-2814455,https://www.yellowpages-uae.com/fiesta-restaurant-68501.html,
534,Filini,Radisson Blu Hotel,"Abu Dhabi, UAE ",None,+9702-6562000,+97None,https://www.yellowpages-uae.com/filini-175695.html,
535,Filli,Al Mamzar Corniche,"Dubai, UAE ",None,+9704-2387169,+97055-7199280,https://www.yellowpages-uae.com/filli-175246.html,
536,Finz,"Beach Rotana, Al Zahiyah","Abu Dhabi, UAE ",None,+9702-6979350,+97None,https://www.yellowpages-uae.com/finz-175736.html,
537,Firebird Dinner,"Four Seasons Hotel, DIFC","Dubai, UAE ",None,+9704-5060000,+97None,https://www.yellowpages-uae.com/firebird-dinner-175834.html,
538,Fish Dubai,"Le Meridian, Mina Seyahi","Dubai, UAE ",None,+9704-5117139,+97None,https://www.yellowpages-uae.com/fish-dubai-175835.html,
539,Fish Market Restaurant,Al Wahda St,"Sharjah, UAE ",None,+9706-5397667,+97None,https://www.yellowpages-uae.com/fish-market-restaurant-147654.html,
540,"Fish N Chips Room, The","Murjan Tower, Jumeirah Beach Res","Dubai, UAE ",66413,+9704-4270443,+97None,https://www.yellowpages-uae.com/fish-n-chips-room-the-175629.html,
541,Fish World,"3rd Flr, Food Court, Burjuman Centre, Bur Dubai","Dubai, UAE ",26570,+9704-3514774,+97None,https://www.yellowpages-uae.com/fish-world-126064.html,
542,Fishmarket - Inter-Continental Abu Dhabi,"Hotel Intercontinental Abu Dhabi, Khalidya","Abu Dhabi, UAE ",4171,+9702-6666888,+97None,https://www.yellowpages-uae.com/fishmarket-inter-continental-abu-dhabi-112379.html,
543,Five Guys Burger,Dubai Mall,"Dubai, UAE ",None,+9704-3804117,+97None,https://www.yellowpages-uae.com/five-guys-burger-175759.html,
544,Flame & Bake,Next To Hollywood Magic,"Abu Dhabi, UAE ",None,+97600565564,+9702-6817747,https://www.yellowpages-uae.com/flame-bake-175522.html,
545,Flavours - Sheraton,"Near Corniche Hospital, Corniche Rd","Abu Dhabi, UAE ",640,+9702-6773333,+97None,https://www.yellowpages-uae.com/flavours-sheraton-111955.html,
546,Flavours On Two,"Towers Rotana, Shk Zayed Road","Dubai, UAE ",None,+9704-3438000,+97None,https://www.yellowpages-uae.com/flavours-on-two-175836.html,
547,Flooka,Dubai Marine Beach Resort,"Dubai, UAE ",None,+9704-3461111,+97None,https://www.yellowpages-uae.com/flooka-175837.html,
548,Food & Life Global Flavours,Bur Dubai,"Dubai, UAE ",116357,+9704-3599775,+97None,https://www.yellowpages-uae.com/food-life-global-flavours-149738.html,
549,Food City Restaurant LLC,Al Muroor,"Abu Dhabi, UAE ",109770,+9702-4488640,+97None,https://www.yellowpages-uae.com/food-city-restaurant-llc-143622.html,
550,Food Mountain Restaurant,"Behind Adnoc Petrol Station, Najda Street","Abu Dhabi, UAE ",None,+97056-2090767,+97None,https://www.yellowpages-uae.com/food-mountain-restaurant-175572.html,
551,Food Palace Restaurant,Khalifa Str,"Abu Dhabi, UAE ",105912,+9702-6270080,+97None,https://www.yellowpages-uae.com/food-palace-restaurant-131684.html,
552,Food Park City Restaurant,Al Nahda,"Sharjah, UAE ",None,+9706-5544757,+97None,https://www.yellowpages-uae.com/food-park-city-restaurant-148066.html,
553,Food Village Restaurant LLC,"Amman St, Al nahda 1","Dubai, UAE ",237882,+9704-2398502,+97None,https://www.yellowpages-uae.com/food-village-restaurant-llc-143860.html,
554,Foodlands Restaurant LLC,Airport Rd,"Abu Dhabi, UAE ",200,+9702-6330099,+97None,https://www.yellowpages-uae.com/foodlands-restaurant-llc-104149.html,
555,Fort Kochi Restaurant,Next To EPPCO Petrol Station,"Dubai, UAE ",None,+9704-2575020,+97055-3411011,https://www.yellowpages-uae.com/fort-kochi-restaurant-175324.html,
556,Fountain Cafe Restaurant,Shk Zayed Rd,"Dubai, UAE ",36853,+9704-3311502,+97None,https://www.yellowpages-uae.com/fountain-cafe-restaurant-143449.html,
557,Four Friends Restaurants,"Opp ADCB, Meena Rd","Sharjah, UAE ",70886,+9706-5628121,+97None,https://www.yellowpages-uae.com/four-friends-restaurants-68582.html,
558,Four Season Restaurant,Al Barsha,"Dubai, UAE ",None,+9704-3255444,+97None,https://www.yellowpages-uae.com/four-season-restaurant-145580.html,
559,Francesco Pizzeria Restaurant,"G Flr, Al Khaleej Centre, Bur Dubai","Dubai, UAE ",43383,+9704-3522766,+97None,https://www.yellowpages-uae.com/francesco-pizzeria-restaurant-122720.html,
560,Frankies Italian Restaurant & Grill,Farimont Bab Al Bahr,"Abu Dhabi, UAE ",None,+9702-6543333,+97None,https://www.yellowpages-uae.com/frankies-italian-restaurant-grill-175698.html,
561,Fresh & Easy (The Barakat Shop),"Jumeirah Road, Opposite City Bank","Dubai, UAE ",None,+9704-2272528,+97None,https://www.yellowpages-uae.com/fresh-easy-the-barakat-shop--175570.html,
562,Fresh & More Cafeteria & Grill,Khalifa 11,"Abu Dhabi, UAE ",None,+9702-5521199,+97None,https://www.yellowpages-uae.com/fresh-more-cafeteria-grill-145640.html,
563,Friday's,None,"Dubai, UAE ",None,+97600-523334,+97None,https://www.yellowpages-uae.com/friday-s-150962.html,
564,Frutti Juice,Near Lighthouse Community Psychological Clinic,"Dubai, UAE ",None,+9704-3284371,+97None,https://www.yellowpages-uae.com/frutti-juice-175562.html,
565,Fusion Caffe LLC,None,"Abu Dhabi, UAE ",62920,+9702-4058678,+97None,https://www.yellowpages-uae.com/fusion-caffe-llc-164801.html,
566,Fusion of Flavors Restaurant,"Damascus St, Al Qusais","Dubai, UAE ",None,+9704-2678056,+97None,https://www.yellowpages-uae.com/fusion-of-flavors-restaurant-142227.html,
567,Futue Stra Restaurant & Cafeteria,Al Nahda 1,"Dubai, UAE ",96703,+9704-2676986,+97None,https://www.yellowpages-uae.com/futue-stra-restaurant-cafeteria-147205.html,
568,Future Star Restaurant,"Opp Buhari Masjid, Bhnd NMC , Al Nahda 1","Dubai, UAE ",96703,+9704-2676986,+97055-3569068,https://www.yellowpages-uae.com/future-star-restaurant-175227.html,
569,GAD Group Of Restaurants,TCA,"Abu Dhabi, UAE ",None,+9702-6451699,+97None,https://www.yellowpages-uae.com/gad-group-of-restaurants-145306.html,
570,Gafoorkas Thattukada Restaurant,"Opp Lulu Village, Near Emarat Petrol Station, Muhaisnah","Dubai, UAE ",None,+9704-2511713,+97050-7191166,https://www.yellowpages-uae.com/gafoorkas-thattukada-restaurant-177274.html,
571,Galito's,"E 278-279 - 2nd Floor Extension, Al Wahda Mall","Abu Dhabi, UAE ",None,+9702-6438221,+97050-1118971,https://www.yellowpages-uae.com/galito-s-176411.html,
572,Garden Side Refreshments,Behind Al Salama Hospital,"Abu Dhabi, UAE ",None,+9702-6763626,+97055-9629197,https://www.yellowpages-uae.com/garden-side-refreshments-175548.html,
573,Gate of Karama Restaurant,Karama,"Dubai, UAE ",6319,+9704-3374222,+97None,https://www.yellowpages-uae.com/gate-of-karama-restaurant-114413.html,
574,Gazebo Restaurant,DIFC,"Dubai, UAE ",281066,+9704-3585550,+97None,https://www.yellowpages-uae.com/gazebo-restaurant-108463.html,
575,Geddy,Barsha,"Dubai, UAE ",None,+97None,+97None,https://www.yellowpages-uae.com/geddy-103607.html,
576,Generous Vistors Restaurent,"Naif Rd, Deira","Dubai, UAE ",None,+9704-2712262,+97None,https://www.yellowpages-uae.com/generous-vistors-restaurent-101156.html,
577,Genghis Grill,"Level 2, Al Wahda Mall Extension","Abu Dhabi, UAE ",33779,+9702-6156039,+97None,https://www.yellowpages-uae.com/genghis-grill-176383.html,
578,Ghoroob Al Shams Restaurant,Al Nahda 2,"Dubai, UAE ",None,+9704-2206868,+97None,https://www.yellowpages-uae.com/ghoroob-al-shams-restaurant-148055.html,
579,Ghuloom Shahdad Restaurant,Bur Dubai,"Dubai, UAE ",None,+9704-3935186,+97055-8218959,https://www.yellowpages-uae.com/ghuloom-shahdad-restaurant-175838.html,
580,Gillys Restaurant,Behind Fresh & More Supermarket,"Abu Dhabi, UAE ",None,+9702-6712050,+97050-8644909,https://www.yellowpages-uae.com/gillys-restaurant-175530.html,
581,Ginny's Restaurant and Confectionery,"9, Al Zara Bldg, Khalid Bin Walid St, Bur Dubai","Dubai, UAE ",51043,+9704-3931876,+97None,https://www.yellowpages-uae.com/ginny-s-restaurant-and-confectionery-114283.html,
582,Giornotte,"Ritz Carlton, Al Maqta","Abu Dhabi, UAE ",None,+9702-8188888,+97None,https://www.yellowpages-uae.com/giornotte-175699.html,
583,Go Thai,"Talal Belhoul Building, Opp NMC Hosp, Bhnd Sahara Centre, Al Nahda","Dubai, UAE ",20199,+9704-2506111,+97052-9866084,https://www.yellowpages-uae.com/go-thai-175291.html,
584,Goa Coastal Curries,"Near Dubai Islamic Bank, Karama","Dubai, UAE ",None,+9704-3795238,+97None,https://www.yellowpages-uae.com/goa-coastal-curries-163102.html,
585,Golden Burger Restaurant and Internet Cafe,"Abraj Centre, Sabakha Bus Stand, Deira","Dubai, UAE ",11311,+9704-2277941,+97None,https://www.yellowpages-uae.com/golden-burger-restaurant-and-internet-cafe-145246.html,
586,Golden Chariot Confectionery,"Near Grand Hotel, Al Qusais","Dubai, UAE ",48300,+9704-2582050,+97050-3988826,https://www.yellowpages-uae.com/golden-chariot-confectionery-175220.html,
587,Golden Crown Restaurant,Hamdan St,"Abu Dhabi, UAE ",73145,+9702-6772828,+97None,https://www.yellowpages-uae.com/golden-crown-restaurant-116101.html,
588,Golden Dragon Restaurant,"Trade Centre Road, Karama","Dubai, UAE ",2044,+9704-3967788,+97None,https://www.yellowpages-uae.com/golden-dragon-restaurant-26199.html,
589,Golden Fork Group,"Al Owasis Bldg, Al Rigga Rd","Dubai, UAE ",13951,+9704-2239233,+97None,https://www.yellowpages-uae.com/golden-fork-group-117725.html,
590,Golden Jabal Al Noor Fast Food LLC,"Near Canadian Hosp, Mamzar Centre","Dubai, UAE ",None,+9704-2692979,+97050-5001349,https://www.yellowpages-uae.com/golden-jabal-al-noor-fast-food-llc-175309.html,
591,Golden Palace Mandi Restaurant,"Bhnd NMC Hosp, Al Nahda 2","Dubai, UAE ",192078,+9704-2380049,+97058-8170900,https://www.yellowpages-uae.com/golden-palace-mandi-restaurant-175241.html,
592,Golden Seashell LLC,Satwa,"Dubai, UAE ",None,+9704-3989920,+97None,https://www.yellowpages-uae.com/golden-seashell-llc-147778.html,
593,Golden Spoon Vegetarian Restaurant,Madinat Zayed,"Abu Dhabi, UAE ",43750,+9702-6337155,+97None,https://www.yellowpages-uae.com/golden-spoon-vegetarian-restaurant-115413.html,
594,Golestan Restaurant,Deira,"Dubai, UAE ",65653,+9704-2828007,+97None,https://www.yellowpages-uae.com/golestan-restaurant-114452.html,
595,Govindas Garden Restaurant LLC,"Beach Road, Jumeirah","Dubai, UAE ",30985,+9704-3211884,+97050-5649227,https://www.yellowpages-uae.com/govindas-garden-restaurant-llc-175558.html,
596,Govindas Restaurant (LLC),Karama,"Dubai, UAE ",30985,+9704-3960088,+97None,https://www.yellowpages-uae.com/govindas-restaurant-llc--149530.html,
597,Grand Abu Shakra Rest and Cafe,"Al Maktoum St, Deira","Dubai, UAE ",119943,+9704-2229900,+97None,https://www.yellowpages-uae.com/grand-abu-shakra-rest-and-cafe-131182.html,
598,"Grand Buffet Restaurant, The",Al Wahda St,"Sharjah, UAE ",4561,+9706-5328000,+97None,https://www.yellowpages-uae.com/grand-buffet-restaurant-the-130225.html,
599,Grand Cafe Boulevard,Downtown,"Dubai, UAE ",None,+9704-4579944,+97None,https://www.yellowpages-uae.com/grand-cafe-boulevard-167769.html,
600,Grand Central Restaurant,Muroor Street,"Abu Dhabi, UAE ",None,+9702-6426499,+97None,https://www.yellowpages-uae.com/grand-central-restaurant-175652.html,
601,Grand Restaurant,None,"Sharjah, UAE ",None,+9706-5652080,+97None,https://www.yellowpages-uae.com/grand-restaurant-112183.html,
602,Grecian Grill Restaurant,None,"Dubai, UAE ",500003,+9704-5531335,+97None,https://www.yellowpages-uae.com/grecian-grill-restaurant-176018.html,
603,Green Chillies Restaurant,Discovery Gardens,"Dubai, UAE ",None,+9704-4456789,+97None,https://www.yellowpages-uae.com/green-chillies-restaurant-147693.html,
604,Green Lagoon Restaurant,"Opp Citymax, Barsha 1","Dubai, UAE ",None,+9704-3792440,+97050-8314900,https://www.yellowpages-uae.com/green-lagoon-restaurant-175353.html,
605,Green Leaf International Restaurant,"Al Noor Building, Behind Sahara Center","Dubai, UAE ",None,+9704-2560066,+97052-9264719,https://www.yellowpages-uae.com/green-leaf-international-restaurant-175287.html,
606,Green Leaf Restaurant,"Behind Emirates NBD, Near Colours Hyper Market","Abu Dhabi, UAE ",None,+9702-3048155,+97None,https://www.yellowpages-uae.com/green-leaf-restaurant-175583.html,
607,Green Leaves Restaurant,Discovery Garden,"Dubai, UAE ",None,+9704-8877866,+97None,https://www.yellowpages-uae.com/green-leaves-restaurant-103551.html,
608,Green Pepper Restaurant,"Opp Enoc Staff Accomodation, Al Quoz Indl Area 2","Dubai, UAE ",None,+9704-3416003,+97055-3089030,https://www.yellowpages-uae.com/green-pepper-restaurant-175112.html,
609,Green Place Restaurent,Karama,"Dubai, UAE ",None,+9704-3967909,+97None,https://www.yellowpages-uae.com/green-place-restaurent-101157.html,
610,Green Sea Hotel,Deira,"Dubai, UAE ",87565,+9704-2255518,+97None,https://www.yellowpages-uae.com/green-sea-hotel-117901.html,
611,Green Valley Cafeteria and Restaurant,"Opp Central Bank, Kalba Rd","Fujairah, UAE ",1875,+9709-2224929,+97None,https://www.yellowpages-uae.com/green-valley-cafeteria-and-restaurant-134526.html,
612,Grill O,Dubai Silicon Oasis,"Dubai, UAE ",None,+9704-3255990,+97None,https://www.yellowpages-uae.com/grill-o-175337.html,
613,Gulf Coast RVs,"Near The Infiniti Center, Sh Zayed Rd","Dubai, UAE ",643982,+9704-3805454,+97None,https://www.yellowpages-uae.com/gulf-coast-rvs-151915.html,
614,Gulf Light Cafeteria,"Bhnd Aramex, Abu Shagara","Sharjah, UAE ",None,+9706-5599747,+97050-1108848,https://www.yellowpages-uae.com/gulf-light-cafeteria-175254.html,
615,Gulf Pastry,Al Satwa,"Dubai, UAE ",None,+9704-3323339,+97None,https://www.yellowpages-uae.com/gulf-pastry-145308.html,
616,Habtoor Grand Resort and Spa,"Near Royal Le Meridien, I/Change 5, Jumeirah Beach","Dubai, UAE ",24454,+9704-3995000,+97None,https://www.yellowpages-uae.com/habtoor-grand-resort-and-spa-120089.html,
617,Haddad Hydrabad Restaurent,"Ground Floor, Buldg#5, Damascus Road, Al Qusais","Dubai, UAE ",None,+9704-2635926,+97None,https://www.yellowpages-uae.com/haddad-hydrabad-restaurent-149923.html,
618,Hafidh Mohd Restaurent,None,"Dubai, UAE ",None,+9704-2682617,+97None,https://www.yellowpages-uae.com/hafidh-mohd-restaurent-142520.html,
619,Haji Ali Star Cafe,Al Nahda 2,"Dubai, UAE ",None,+9704-2207799,+97055-5383213,https://www.yellowpages-uae.com/haji-ali-star-cafe-175236.html,
620,Haji Sahab Restaurant,"1 B, Discovery Gardens","Dubai, UAE ",None,+9704-4279602,+97None,https://www.yellowpages-uae.com/haji-sahab-restaurant-176114.html,
